,,,bg_slope,bg_intercept,amplitude,Time,center,sigma,fwhm,height
Co,110,1,0.02281546402658936,9.065701853521494,5651.432455030381,600.0,747.5853203355928,27.750737986904102,65.34799282632152,81.2445226850701
Co,110,2,,,4338.940182502143,600.0,853.172107574133,27.64669111873185,65.10298118021214,62.61099270563359
Co,130,1,0.008690578738061137,20.711487979517603,6323.892174226126,600.0,745.8626552909893,26.605058535571356,62.65012394073414,94.82663176871647
Co,130,2,,,5222.109786463391,600.0,850.5205088490089,31.109099912914367,73.25633065692901,66.96820206615371
Co,30,1,0.009344806103153051,14.791657092745657,4169.861116726181,600.0,729.5627898419348,25.868926448534005,60.91666537953685,64.30626287862765
Co,30,2,,,3996.579480153811,600.0,834.9735049333611,34.27133390789254,80.70282251298352,46.522980816284516
Co,50,1,0.003732636283747897,19.880485071437704,4236.138566097056,600.0,729.3946744697444,25.80850027124091,60.774372608723525,65.48132766012155
Co,50,2,,,3848.8055244021675,600.0,835.2057692055622,32.771034103671,77.16988652800654,46.85391749617405
Co,70,1,0.031310966385033855,2.7887020643983167,4336.781612634335,600.0,749.428153460265,26.551995466366073,62.52516996410816,65.15990985813607
Co,70,2,,,3276.492848328893,600.0,853.3629245866583,27.91901037708029,65.74424401615622,46.81869361383062
Co,90,1,0.03000249315611143,3.9928279718975648,4873.53767899243,600.0,748.7755053263487,26.35717199546307,62.06639575835635,73.765893060476
Co,90,2,,,3541.6875532595877,600.0,853.190931136112,27.005847270210946,63.593909268838146,52.319372328573344
Cs,-10,1,-0.7356792224420525,372.10472676192757,203008.31103807775,300.0,408.6093767417929,20.960090976103185,49.35724143234731,3863.9432728122256
Cs,-110,1,-1.3758267608779529,694.6421345960639,400111.2941390389,300.0,407.63908660488966,21.255466976776084,50.05279874625186,7509.659520264053
Cs,-130,1,-2.05588583687689,1023.1543665056797,427588.4268755486,300.0,407.6013951490683,21.453906699221132,50.52008857345991,7951.14441684908
Cs,-30,1,-0.8185240320295714,415.62068379648605,219764.73497922195,300.0,408.55902594653475,21.10057282167929,49.68805089194683,4155.026954596381
Cs,-50,1,-0.9491787591569557,478.750063951882,254319.396671175,300.0,408.3278244575988,21.11237936316158,49.715853171960156,4805.652801959573
Cs,-70,1,-1.0535519750925322,526.7068967803227,298807.2498715412,300.0,407.9002285400873,21.311393217918397,50.1844949774186,5593.573836374034
Cs,-90,1,-1.0742890593793744,547.6126951522303,344886.6483555323,300.0,407.4611039956334,21.197324038478474,49.91588259228988,6490.907648743166
Cs,0,1,-0.7402317191094956,376.71970653330834,197011.8545662265,300.0,410.4607119314839,21.037279453931003,49.539006403705805,3736.0516391880456
Cs,10,1,-0.7419305471041371,376.84263535616606,191041.1069150014,300.0,408.3543772839698,21.00454645742997,49.46192608888525,3628.4705666785367
Cs,110,1,-1.098212068937328,559.9060044137499,271757.63487207994,300.0,415.09887624330736,21.60291315615691,50.87097195838142,5018.564631295059
Cs,130,1,-1.7470799041831175,868.9339178213875,288093.9860087058,300.0,414.21799146901594,21.788492519329797,51.3079779543682,5274.934798381187
Cs,150,1,-2.7042860353779745,1334.622914306603,265068.2531572271,300.0,413.236315409615,21.963631052469015,51.72039767497509,4814.638268094521
Cs,30,1,-0.7970997128600253,401.1412495183397,195566.36189207097,300.0,407.49301225420186,21.15394197161452,49.8137256335973,3688.187020676625
Cs,50,1,-0.7710344073931769,391.4968337015021,206175.58162961874,300.0,406.4405996767488,21.269364585012166,50.08552511207835,3867.1658671514006
Cs,70,1,-0.8157508139651357,410.3509864181707,222992.62377633085,300.0,405.783028207329,21.346812971989998,50.26790212270149,4167.422571654777
Cs,90,1,-0.8873445573036216,443.7722102469476,242263.67471436944,300.0,405.21689375449176,21.33700653927357,50.244809738812194,4529.652621097845
