,,,bg_slope,bg_intercept,amplitude,Time,center,sigma,fwhm,height
Co,100,1,-0.2502032919532211,164.43835163666472,1839.7790550749469,1000.0,382.6718440526945,11.71710147180446,27.59166488783458,62.640550607981865
Co,100,2,,,997.1388083566776,1000.0,430.2073786811248,9.92075505283274,23.361592413511595,40.09784008440823
Co,130,1,-0.2831321189324708,181.3782822700456,2440.544793990834,1000.0,381.24584681203817,12.082515599073702,28.452149383010735,80.58227157946916
Co,130,2,,,1384.889695755586,1000.0,430.19422186492216,11.120471128318613,26.186707822387238,49.6823447582269
Co,40,1,-0.16918172402088535,119.0987584007605,1233.5365141485863,1000.0,381.5700023335021,10.954074655085842,25.794874079289244,44.924825654710965
Co,40,2,,,560.8233801580475,1000.0,430.79838212284164,9.296994429383842,21.89274842220166,24.065430056286903
Co,70,1,-0.2344393464338163,147.46300751061443,1510.7668443116013,1000.0,382.67005963234817,11.01295368289516,25.933523591555183,54.727261821641285
Co,70,2,,,1005.4235388524194,1000.0,431.5615590112407,10.742162229381593,25.295858460992363,37.33940807250446
Cs,-100,1,-2.9634087697508584,876.677272491724,59742.04930855146,200.0,206.24612686879883,8.922787203170042,21.01155776176888,2671.09704794926
Cs,-120,1,-4.082764131456109,1167.4450915606992,70093.73595106785,200.0,206.1760770256069,9.09040967634011,21.40627851403922,3076.138175454599
Cs,-140,1,-6.056994249898989,1681.2407530273817,76178.24163587265,200.0,206.1335884630677,9.234517951352066,21.745627562202873,3290.991807939597
Cs,-20,1,-0.9097923994365149,321.64169604412564,40552.20503144624,200.0,206.25283968418609,8.322540762963134,19.59808543944085,1943.8763240802402
Cs,-40,1,-2.0994176301714624,595.3599205144035,41159.41540958436,200.0,206.2133585393619,8.31952489096321,19.59098360373799,1973.6982658698366
Cs,-60,1,-2.0283794026484596,595.8313933602902,45751.30824005737,200.0,206.20245604946476,8.55981214887312,20.1568168444094,2132.3052211724407
Cs,-80,1,-2.49326378684273,739.2836360673778,51062.793532866664,200.0,206.26296903110625,8.74091881570358,20.583290445595104,2330.5454181577625
Cs,0,1,-0.8856179675737861,311.6392138196391,40500.682101192535,200.0,206.38907979383785,8.416263837753872,19.818786410419573,1919.787162153732
Cs,100,1,-2.0837764975548403,682.3491095317474,57654.79817617849,200.0,206.0477491464646,8.88870398248204,20.93129791202836,2587.659329838294
Cs,120,1,-3.330666473640173,980.5067913401996,65854.80812321042,200.0,206.10768844792833,9.008244745514574,21.21279489163263,2916.469230236429
Cs,140,1,-5.22579199060238,1455.1795813257056,63714.47101566036,200.0,206.19544774844044,9.308473107415358,21.919778642803834,2730.6731530461175
Cs,20,1,-0.9614530790949752,335.16571274490116,40447.88326902416,200.0,206.3251041278943,8.310400709033281,19.569497797645752,1941.7080049986066
Cs,40,1,-1.7045272035954138,519.267579755161,40693.18788920502,200.0,206.18734713238092,8.212031551813693,19.33785613884192,1976.8840229633722
Cs,60,1,-1.7503633815683395,542.5276353954569,44655.690851366504,200.0,206.18800255544636,8.607476791751704,20.26905849875275,2069.7173454367894
Cs,80,1,-1.829212001865588,599.3179149660343,49815.99716255816,200.0,206.21101352647875,8.85892795816589,20.8611807344482,2243.3536629570904
